ID,Year_of_Birth,Education_Level,Marital_Status,Disposable_Income,No_of_Kids_in_home,No_of_Teen_in_home,Date_Customer,Recency,Discounted_Purchases,WebPurchases,CatalogPurchases,StorePurchases,Amount_on_Wines,Amount_on_Fruits,Amount_on_MeatProducts,Amount_on_FishProducts,Amount_on_SweetProducts,Amount_on_GoldProds,WebVisitsMonth,Cmp3Accepted,Cmp4Accepted,Cmp5Accepted,Cmp1Accepted,Cmp2Accepted,Any_Complain,Response
ID_GT5N09WT,1987,Basic,Married,24510.0,1,0,29-10-2012,12,2,2,0,3,9,15,5,3,16,17,7,0,0,0,0,0,0,0
ID_SURL7NHG,1967,Basic,Together,27160.8,0,0,16-01-2013,54,1,2,1,2,7,26,11,8,6,46,8,0,0,0,0,0,0,0
ID_MX9SXKN0,1967,PhD,Single,94104.0,0,0,29-06-2013,82,1,3,10,8,609,31,674,91,28,28,1,0,0,0,0,0,0,0
ID_1LM26R3Q,1966,PhD,Single,48912.0,0,1,30-08-2013,71,2,2,1,3,75,3,17,0,0,6,6,0,0,0,0,0,0,0
ID_SMVJDZ62,1985,Graduation,Single,41685.6,1,0,11-05-2014,58,1,1,0,3,8,5,10,3,0,2,6,0,0,0,0,0,0,0
ID_LO7TNWAV,1951,PhD,Married,65318.4,2,1,09-05-2013,44,1,1,0,3,38,3,5,0,0,0,4,0,0,0,0,0,0,0
ID_S2NP0K4H,1960,Master,Widow,39661.2,0,0,16-08-2012,22,3,9,1,8,105,74,243,108,94,219,9,0,0,0,0,0,0,1
ID_Q6H9352U,1956,Master,Divorced,84765.59999999999,0,0,01-06-2013,76,1,4,5,10,1021,15,215,16,12,63,3,0,1,0,0,0,0,0
ID_IHL8CSXQ,1960,Graduation,Divorced,75639.59999999999,0,0,15-11-2013,89,1,3,4,8,199,64,480,225,112,30,2,0,0,0,0,0,0,0
ID_DSNNJP2W,1959,Graduation,Divorced,93997.2,0,1,23-01-2014,104,2,10,6,7,761,141,354,160,169,61,4,0,0,0,0,0,0,0
ID_VRW81D6P,1983,Graduation,Married,34461.6,1,0,13-07-2013,85,2,2,0,3,17,7,6,11,8,16,8,0,0,0,0,0,0,0
ID_W8OGN8HV,1980,Graduation,Divorced,18344.4,1,0,10-10-2012,67,2,1,1,2,6,5,8,4,3,13,7,1,0,0,0,0,0,1
ID_L73TY74R,1980,Graduation,Single,72568.8,0,1,01-04-2013,32,7,10,2,12,270,202,303,234,9,170,7,0,0,0,0,0,0,0
ID_NGCW1G4J,1960,Graduation,Married,22428.0,0,0,28-12-2012,84,1,1,1,2,11,4,7,23,4,19,8,0,0,0,0,0,0,0
ID_QL3ZVJ4K,1971,Graduation,Divorced,64964.4,0,1,16-08-2013,53,2,4,1,4,176,3,11,0,1,20,6,0,0,0,0,0,0,0
ID_ROWS0WDF,1965,Graduation,Single,22441.2,1,1,04-06-2013,102,4,2,0,4,17,7,2,10,6,10,5,0,0,0,0,0,0,0
ID_OOIK9OEO,1961,2n Cycle,Married,99004.8,0,0,27-07-2013,9,1,3,6,7,367,53,431,134,35,54,1,0,0,0,0,0,0,0
ID_ZA8AYWLA,1974,PhD,Alone,43032.0,1,1,19-05-2014,44,2,1,1,2,20,3,8,4,2,20,5,1,0,0,0,0,0,1
ID_B585A0J8,1971,Graduation,Single,,1,2,23-08-2013,74,6,2,3,10,743,23,172,52,50,20,7,0,1,0,1,0,0,0
ID_XXJ8Z523,1973,Graduation,Single,53403.6,1,1,16-04-2014,90,2,2,0,3,36,4,8,0,0,8,6,0,0,0,0,0,0,0
ID_HAGIT11W,1975,Master,Married,75847.2,0,0,20-03-2014,72,1,4,3,6,755,11,125,11,8,26,2,0,0,1,0,0,0,0
ID_SFS0Y07U,1974,Graduation,Married,33363.6,1,0,26-08-2012,47,2,3,0,4,13,29,46,38,9,49,8,0,0,0,0,0,0,0
ID_R0LY2FH6,1971,2n Cycle,Married,18378.0,0,0,03-08-2013,34,2,2,0,4,12,7,13,15,8,17,5,0,0,0,0,0,0,0
ID_8R8GW6MY,1966,PhD,Divorced,44305.2,1,1,28-07-2013,81,2,2,0,3,22,4,12,3,1,4,7,0,0,0,0,0,0,0
ID_0NCFX4Y6,1964,Master,Together,68745.59999999999,0,1,25-06-2014,34,3,8,1,8,532,3,21,0,0,60,6,0,1,0,0,0,0,0
ID_ZCOW39R6,1970,Graduation,Single,87214.8,0,1,18-09-2013,72,1,4,7,5,624,57,260,127,54,54,1,0,0,0,0,0,0,0
ID_0K8YP48P,1963,Graduation,Divorced,76664.4,0,1,08-09-2012,45,5,9,6,12,902,26,207,15,11,92,6,0,0,0,0,0,0,0
ID_JXD2O14Q,1966,Graduation,Married,86628.0,0,0,13-02-2013,86,1,5,6,4,602,169,597,172,166,249,3,0,0,0,0,0,0,0
ID_X42EP1QB,1955,Master,Together,,0,1,23-06-2013,90,2,4,1,4,166,3,22,0,0,24,6,0,0,0,0,0,0,0
ID_G7STLHC4,1965,PhD,Married,73075.2,0,1,11-10-2012,97,3,9,10,4,1018,33,399,60,46,153,6,0,0,0,0,0,0,1
ID_7A4Q1OMN,1958,Graduation,Married,74624.4,0,0,05-07-2013,56,1,4,8,5,797,3,275,45,45,126,3,0,0,0,0,0,0,0
ID_3PDCBL2A,1962,Master,Together,89857.2,1,1,08-03-2013,55,4,9,2,12,510,75,270,36,27,54,5,0,0,0,0,0,0,0
ID_LL62CYSU,1982,Graduation,Married,34810.8,1,0,29-11-2013,26,2,2,0,3,11,9,15,10,5,2,6,0,0,0,0,0,0,0
ID_F1UMYV94,1983,Graduation,Together,60326.4,1,0,07-08-2013,82,3,4,1,5,104,16,66,43,8,4,7,0,0,0,0,0,0,0
ID_PBZHFYAD,1992,2n Cycle,Single,73941.59999999999,0,0,29-09-2012,34,2,3,6,8,610,94,399,0,45,205,3,0,0,0,0,0,0,0
ID_VYU5GP5R,1989,Graduation,Married,46646.4,1,0,30-05-2013,100,2,3,0,3,28,6,21,3,19,22,8,0,0,0,0,0,0,0
ID_M19FS0MG,1971,PhD,Together,77295.59999999999,0,1,01-08-2013,34,1,5,1,5,205,8,44,0,10,20,5,0,0,0,0,0,0,0
ID_NOAQ7ZQE,1983,2n Cycle,Married,69524.4,0,1,16-02-2014,63,3,4,4,9,266,45,144,55,48,133,3,0,0,0,0,0,0,0
ID_OPPKUFE3,1986,PhD,Married,77226.0,1,0,24-08-2012,73,2,4,3,12,1052,3,140,67,38,153,8,0,0,0,0,0,0,0
ID_WVGUZECL,1971,Graduation,Divorced,87560.4,0,1,15-12-2012,8,2,7,2,8,163,38,179,0,0,125,5,1,0,0,0,0,0,1
ID_WJ7WJM6Y,1960,Graduation,Married,22428.0,0,0,28-12-2012,84,1,1,1,2,11,4,7,23,4,19,8,0,0,0,0,0,0,0
ID_4XZCJGLI,1972,PhD,Married,55755.6,1,1,18-08-2013,63,7,3,1,6,168,5,40,8,11,11,6,0,0,0,0,0,0,0
ID_1BU8Q5LE,1985,Graduation,Together,31975.2,1,0,10-02-2014,33,2,2,0,4,16,7,20,10,3,5,6,0,0,0,0,0,0,0
ID_44ES494L,1952,Master,Together,56822.4,0,1,11-04-2013,77,4,6,1,5,177,15,112,8,0,15,7,0,0,0,0,0,0,0
ID_BWO5QGK7,1971,Graduation,Widow,38256.0,1,0,31-10-2012,20,1,1,0,2,9,4,5,2,0,3,8,0,0,0,0,0,0,0
ID_8ZRGWNN7,1968,Master,Together,75015.59999999999,0,1,09-09-2013,23,2,6,4,10,525,45,98,0,42,14,6,0,0,0,0,0,0,0
ID_J9797BC8,1972,Graduation,Married,22551.6,1,0,12-01-2013,21,3,2,0,4,9,19,20,0,17,20,8,0,0,0,0,0,0,0
ID_ZRPK996I,1972,Graduation,Together,45878.4,1,1,17-01-2014,91,4,3,1,3,48,8,28,7,6,33,5,0,0,0,0,0,0,0
ID_EE2BO831,1981,Graduation,Married,57420.0,1,0,03-12-2013,79,1,3,0,4,47,10,43,20,12,10,6,0,0,0,0,0,0,0
ID_RHRCABMN,1973,PhD,Married,95916.0,0,0,08-08-2012,79,1,3,5,8,797,89,740,67,51,17,2,0,0,0,0,0,0,0
ID_TT5EWMOW,1974,PhD,Divorced,43032.0,1,1,19-05-2014,44,2,1,1,2,20,3,8,4,2,20,5,1,0,0,0,0,0,0
ID_VEONZQ5T,1985,PhD,Single,51252.0,1,0,28-11-2012,45,2,4,5,3,257,6,42,4,3,102,6,0,0,0,0,0,0,0
ID_KLA4M8C0,1972,Graduation,Single,27364.8,1,0,31-07-2013,82,1,2,0,2,19,4,7,2,1,1,9,0,0,0,0,0,0,0
ID_1D13MUR8,1975,PhD,Married,44504.4,1,0,11-08-2013,57,3,4,2,8,199,58,134,15,0,3,6,0,0,0,0,0,0,0
ID_SEOQWEOJ,1973,PhD,Together,,1,0,02-03-2014,24,1,1,0,3,30,4,13,0,0,3,7,0,0,0,0,0,0,0
ID_JEM3LW2W,1966,Graduation,Married,53250.0,0,1,23-03-2014,80,1,4,1,6,218,8,28,7,7,41,5,0,0,0,0,0,0,0
ID_4GDHFUBY,1968,PhD,Single,48364.8,1,0,30-09-2013,89,1,2,0,3,42,3,17,0,0,3,7,0,0,0,0,0,0,0
ID_LBAI5HF3,1963,Graduation,Married,85720.8,0,1,18-09-2013,11,3,7,4,7,716,39,217,172,96,168,4,0,1,0,1,0,0,0
ID_BXXI2G4S,1989,Graduation,Single,41011.2,1,0,12-05-2014,19,4,3,0,4,10,10,24,19,14,20,6,0,0,0,0,0,0,0
ID_CA6WEGCM,1946,PhD,Single,54691.2,0,0,28-05-2014,16,1,3,1,3,61,22,29,2,14,25,8,0,0,0,0,0,0,1
ID_KCH00OEQ,1991,Graduation,Single,41294.4,1,0,13-02-2013,69,3,5,0,3,57,15,50,4,36,55,9,0,0,0,0,0,0,0
ID_3YCHFVU7,1957,Graduation,Single,72856.8,0,0,17-01-2013,63,2,7,4,10,221,165,224,101,92,162,5,0,0,0,0,0,0,1
ID_MM3P4604,1986,Graduation,Married,23983.2,1,0,14-11-2013,81,1,0,0,3,8,9,5,0,2,6,7,0,0,0,0,0,0,0
ID_4CEB5SWY,1955,Graduation,Together,47877.6,0,1,12-02-2013,27,2,3,0,4,74,11,26,12,7,12,7,0,0,0,0,0,0,0
ID_MK80G86S,1967,Graduation,Married,65037.6,1,1,17-12-2013,20,6,3,1,6,190,3,28,3,2,17,4,0,0,0,0,0,0,0
ID_K0TYSLU8,1971,Graduation,Single,73450.8,0,0,25-08-2013,80,1,5,3,4,471,3,224,119,49,99,2,0,0,0,0,0,0,0
ID_27848ZUT,1966,Master,Together,78882.0,1,1,07-12-2013,44,5,6,2,6,244,10,119,4,15,11,7,0,0,0,0,0,0,0
ID_WVVZLGPS,1942,PhD,Married,111632.4,0,0,13-04-2013,84,0,7,10,5,1290,45,716,55,0,21,2,0,0,1,0,0,0,0
ID_VTKJ70YK,1973,PhD,Married,71967.59999999999,0,0,11-09-2013,54,1,3,4,7,135,33,168,20,34,0,1,0,0,0,0,0,0,0
ID_VYG2Q0Z6,1986,Master,Together,48121.2,1,0,14-10-2012,80,4,6,1,6,176,6,129,26,24,62,7,0,0,0,0,0,0,0
ID_T0UFA10V,1950,Graduation,Widow,86757.59999999999,0,0,10-03-2014,59,1,4,3,6,630,38,169,58,17,35,1,0,1,1,0,0,0,0
ID_UPCP1004,1952,Master,Divorced,69036.0,0,1,12-10-2013,75,1,1,1,4,55,4,27,6,7,1,1,0,0,0,0,0,0,0
ID_OT89X9ZR,1967,Graduation,Married,96477.6,0,0,10-11-2012,99,1,5,8,12,347,54,936,207,35,26,3,0,0,1,0,0,0,0
ID_PBBHRCUC,1953,Graduation,Divorced,61844.4,0,1,09-12-2012,34,3,2,2,11,792,23,204,0,0,92,8,0,0,0,0,0,0,0
ID_3O4AQJMS,1970,Master,Married,95680.8,0,0,28-06-2014,79,1,4,3,6,577,11,232,23,62,17,1,0,0,0,1,0,0,0
ID_EB81NIO5,1970,Graduation,Single,97988.4,0,0,22-01-2014,76,1,3,4,8,369,43,425,158,60,50,1,0,0,0,0,0,0,0
ID_8J3B5DY5,1972,PhD,Widow,56533.2,0,1,08-09-2012,42,6,3,2,10,600,74,153,120,112,41,9,0,0,0,0,0,0,0
ID_Y8UMGOHA,1971,Graduation,Single,80860.8,0,1,10-11-2012,39,2,7,8,5,962,43,175,158,53,107,5,0,1,0,0,0,0,0
ID_I6HBCBGD,1968,Graduation,Together,38968.8,1,1,11-05-2014,7,1,1,0,2,15,3,1,0,0,0,7,0,0,0,0,0,0,0
ID_14UBIW2J,1952,Graduation,Together,48826.8,0,1,18-03-2013,76,7,7,1,5,275,6,27,39,6,99,8,0,0,0,0,0,0,0
ID_BEM6BM1I,1972,Graduation,Married,77666.4,1,0,26-05-2014,54,4,8,2,11,308,3,280,60,147,15,6,0,0,0,0,0,0,0
ID_Q809Q2LJ,1989,Graduation,Together,50259.6,1,0,19-03-2013,20,3,4,2,3,37,37,41,73,16,116,7,0,0,0,0,0,0,0
ID_L67IB64Q,1968,Graduation,Together,53917.2,0,1,18-01-2014,7,1,2,1,3,83,3,11,0,0,7,5,0,0,0,0,0,0,0
ID_VEM6KDA2,1973,Graduation,Single,25630.8,1,0,20-04-2013,8,2,2,0,3,17,5,17,6,1,10,8,0,0,0,0,0,0,1
ID_5DUFPBPZ,1966,Graduation,Married,88245.59999999999,0,1,25-11-2012,99,3,10,4,9,816,79,428,99,137,107,7,0,0,0,0,0,0,0
ID_TK4F660R,1961,Graduation,Married,35328.0,1,1,11-08-2013,102,2,1,0,4,22,11,14,10,4,3,7,0,0,0,0,0,0,0
ID_9437Q6XP,1964,Graduation,Divorced,81741.59999999999,0,1,18-10-2013,58,2,8,9,4,600,26,123,10,23,154,6,0,0,0,0,0,0,0
ID_NOKINCR6,1955,Graduation,Divorced,86485.2,0,1,14-02-2013,11,3,5,4,8,536,72,300,150,138,150,2,0,0,0,0,0,0,0
ID_32ZD8GMS,1989,Basic,Together,16468.8,1,0,31-08-2012,50,1,2,0,2,7,10,5,2,15,27,9,1,0,0,0,0,0,0
ID_KRWL8FC0,1990,2n Cycle,Married,70872.0,1,0,11-01-2014,84,3,3,1,7,40,43,111,36,40,12,4,0,0,0,0,0,0,0
ID_WXBESLMV,1961,Master,Together,99781.2,0,0,10-10-2012,100,1,5,9,4,412,31,100,120,74,18,3,0,0,0,0,0,0,0
ID_3Q2QB3D5,1955,Graduation,Together,47877.6,0,1,12-02-2013,27,2,3,0,4,74,11,26,12,7,12,7,0,0,0,0,0,0,0
ID_IRC44WQM,1972,Graduation,Married,42945.6,1,1,23-01-2014,41,2,2,0,3,28,5,11,3,1,4,6,0,0,0,0,0,0,0
ID_GU4SDNAX,1980,Basic,Single,24232.8,1,0,17-12-2012,71,2,2,0,3,5,7,7,11,10,15,6,0,0,0,0,0,0,0
ID_YSX024J9,1973,Graduation,Married,78822.0,0,1,29-03-2014,61,1,9,2,9,647,17,49,0,7,57,5,0,0,0,0,0,0,0
ID_TTS36GCW,1981,Graduation,Married,73216.8,0,1,11-08-2012,24,4,9,3,4,274,132,495,182,43,29,7,0,0,0,0,0,0,0
ID_WXFUWWAL,1979,Graduation,Married,34130.4,2,0,24-02-2014,60,3,2,1,4,24,6,10,11,8,6,4,0,0,0,0,0,0,0
ID_D2LEDHHQ,1972,2n Cycle,Married,65628.0,1,1,07-11-2013,83,3,3,1,5,116,19,37,7,9,18,3,0,0,0,0,0,0,0
ID_FI1CG847,1973,Graduation,Married,96160.8,1,0,20-05-2013,47,2,5,3,6,1223,19,272,104,0,80,6,0,1,1,1,0,0,1
ID_MEZQVO7L,1979,Graduation,Single,34376.4,1,0,21-08-2013,61,1,2,2,2,24,11,29,0,12,26,7,1,0,0,0,0,0,1
ID_EN9BHBPF,1972,Graduation,Together,89445.59999999999,0,0,29-06-2013,28,1,8,8,5,385,101,733,110,112,28,3,0,0,1,0,0,0,1
ID_O03NO3T7,1991,Basic,Single,19422.0,1,0,05-08-2013,78,2,2,2,2,10,14,16,21,8,45,8,0,0,0,0,0,0,0
ID_5Y1OC4LH,1973,2n Cycle,Together,60400.8,0,1,24-07-2013,31,6,7,4,6,289,19,160,84,16,134,6,0,0,0,0,0,0,0
ID_NUEJ0HJW,1966,Graduation,Together,56410.8,0,1,01-10-2013,96,4,3,2,8,176,48,73,59,10,90,4,0,0,0,0,0,0,0
ID_8PKB3H08,1960,Graduation,Married,22428.0,0,0,28-12-2012,84,1,1,1,2,11,4,7,23,4,19,8,0,0,0,0,0,0,0
ID_3C4RS8FN,1968,Graduation,Married,61774.8,1,1,28-12-2012,74,7,6,3,6,252,11,160,6,8,65,7,0,0,0,0,0,0,0
ID_OJVGNRP5,1953,Graduation,Single,53055.6,1,1,29-11-2013,55,4,2,1,5,100,14,35,0,4,7,6,0,0,0,0,0,0,0
ID_EDZVCILM,1977,Graduation,Single,90990.0,0,0,12-10-2012,47,0,5,8,9,1037,108,779,137,105,51,4,1,0,0,0,0,0,1
ID_O6ZRF42T,1987,Graduation,Single,,1,0,20-02-2013,26,0,27,0,0,10,4,3,3,263,362,1,0,0,0,0,0,0,0
ID_D16J9O5O,1978,Graduation,Married,86540.4,0,1,20-08-2013,41,1,9,7,9,712,23,171,65,60,50,5,0,0,0,0,0,0,0
ID_MM9TYKKL,1987,Graduation,Married,39456.0,1,0,04-12-2012,83,1,1,0,3,13,7,15,7,6,2,8,0,0,0,0,0,0,0
ID_RT3338FV,1967,Graduation,Married,53752.8,0,1,08-06-2014,106,1,2,0,3,59,3,7,0,0,4,6,0,0,0,0,0,0,0
ID_5RPVRTOA,1956,Master,Together,98860.8,0,0,19-11-2012,62,1,3,10,13,989,54,432,180,120,190,1,0,0,1,0,0,0,1
ID_EIVEOPQ6,1951,Master,Divorced,75744.0,0,1,28-09-2012,60,5,8,4,9,970,72,279,54,41,69,7,0,0,0,0,0,0,1
ID_2IEEJ9B1,1979,PhD,Married,55652.4,1,0,01-03-2014,96,1,2,1,3,42,3,46,4,3,0,4,0,0,0,0,0,0,0
ID_BYW5KWTE,1971,Graduation,Divorced,70452.0,0,1,31-03-2013,84,6,11,5,9,445,84,368,0,122,174,6,0,0,0,0,0,0,0
ID_3EF2K6ZT,1971,Master,Together,95302.8,0,0,22-06-2014,103,1,4,6,4,756,130,687,20,15,31,2,0,0,0,0,0,0,0
ID_X6Y0Y8WW,1956,2n Cycle,Married,87162.0,0,0,03-06-2013,61,1,6,8,6,395,25,323,104,35,107,3,0,0,0,1,0,0,0
ID_D7OLXNNY,1986,PhD,Married,40144.8,1,0,08-05-2013,39,2,4,0,4,81,13,56,3,1,23,8,0,0,0,0,0,0,0
ID_L0G8D0TH,1984,Graduation,Together,94424.4,0,0,09-08-2012,20,1,4,6,8,822,188,687,145,55,241,2,0,0,1,0,0,0,1
ID_695WZGQH,1945,PhD,Single,99259.2,0,0,05-11-2013,15,1,6,8,13,611,151,228,15,148,22,2,0,0,0,0,0,0,0
ID_24GH631G,1967,Graduation,Married,53434.8,0,1,05-07-2013,105,6,6,2,11,543,16,91,17,6,26,5,0,1,0,0,0,0,0
ID_T7K0DJD1,1969,Graduation,Divorced,90831.6,0,0,06-12-2012,17,1,11,4,6,802,156,293,72,97,30,4,0,1,1,1,0,0,1
ID_A5T7BZJT,1969,Graduation,Together,50073.6,1,0,24-05-2013,99,1,2,0,2,18,9,15,3,5,13,10,0,0,0,0,0,0,0
ID_8LTM1R3H,1950,PhD,Widow,65227.2,0,1,19-11-2012,69,3,11,2,8,715,18,30,20,0,0,8,0,0,0,0,0,0,1
ID_9NRO5DT6,1965,Graduation,Married,58915.2,1,1,24-09-2013,22,4,4,1,4,149,4,32,2,1,7,7,0,0,0,0,0,0,0
ID_5MST89YP,1977,Master,Married,39817.2,1,0,03-01-2014,97,1,1,0,2,14,3,3,0,0,4,6,1,0,0,0,0,0,0
ID_R2PJHJ22,1979,PhD,Married,49216.8,1,0,22-04-2013,72,1,1,0,2,12,5,6,2,0,3,7,0,0,0,0,0,0,0
ID_ANUC2RF1,1974,Graduation,Single,9000.0,1,0,26-12-2013,61,4,3,1,3,10,6,10,12,7,20,7,0,0,0,0,0,0,0
ID_GRW159LF,1975,Master,Together,55216.8,1,1,21-01-2013,28,10,7,1,8,415,3,59,19,9,44,7,0,0,0,0,0,0,0
ID_U12IONDN,1946,Graduation,Widow,75942.0,0,0,05-11-2013,91,1,6,5,13,513,127,249,50,38,134,3,0,0,0,0,0,0,0
ID_2FKJABCB,1956,2n Cycle,Married,75566.4,0,1,03-08-2012,46,2,7,4,3,318,18,47,20,0,192,6,0,0,0,0,0,0,0
ID_R7YS4GFE,1966,2n Cycle,Married,92160.0,0,0,08-03-2014,40,1,4,4,7,178,29,255,35,71,81,1,0,0,0,0,0,0,0
ID_U0DYBQFO,1979,Graduation,Married,61520.4,1,1,29-10-2013,44,4,3,3,5,188,5,64,7,2,12,4,0,0,0,0,0,0,0
ID_3ZHXQ13D,1959,Graduation,Divorced,95763.6,0,1,02-06-2014,61,1,4,3,5,579,11,216,21,16,33,1,0,0,0,0,0,0,0
ID_YG3TL773,1950,Master,Married,43689.6,1,1,21-09-2013,18,1,1,0,2,14,4,4,3,2,3,6,0,0,0,0,0,0,0
ID_R7MPODAD,1970,PhD,Married,67490.4,0,1,03-03-2013,79,5,8,4,11,694,11,167,11,8,88,6,0,0,0,0,0,0,0
ID_2NNW8FSO,1951,Graduation,Together,33984.0,0,1,14-01-2013,75,1,1,0,3,24,4,14,3,2,4,8,0,0,0,0,0,0,0
ID_9H5ARVGY,1953,Graduation,Divorced,99147.6,0,0,10-11-2013,65,1,2,9,4,209,37,204,172,153,173,1,0,0,0,0,0,0,0
ID_IIQO8IZN,1954,Graduation,Married,84603.59999999999,0,0,30-09-2012,80,1,2,4,9,1384,36,216,0,33,66,6,0,1,1,0,0,0,0
ID_8YB607V3,1972,Graduation,Together,46308.0,1,0,15-05-2013,72,1,1,0,2,8,4,8,4,3,3,8,0,0,0,0,0,0,0
ID_V3IGSTGO,1948,Master,Together,93158.4,0,0,10-03-2013,80,1,4,2,6,1205,108,758,0,42,147,2,0,1,1,0,0,0,1
ID_GYR96AYJ,1989,Graduation,Single,30009.6,1,0,02-02-2014,79,2,1,0,3,7,11,8,6,1,9,8,0,0,0,0,0,0,0
ID_RYGJCCQ0,1963,Graduation,Married,78379.2,1,1,24-04-2013,72,2,3,2,5,117,9,92,3,9,38,4,0,0,0,0,0,0,0
ID_G4EBAAHL,1996,2n Cycle,Single,99908.4,0,0,18-09-2012,63,1,5,10,12,541,30,590,38,107,67,6,1,0,1,0,0,1,1
ID_GYW7IRFG,1949,PhD,Married,73760.4,0,2,09-12-2012,76,3,5,2,10,415,19,114,0,5,49,5,0,0,0,0,0,0,0
ID_7KYSO0JD,1958,PhD,Married,90339.6,1,2,27-03-2013,33,11,6,3,5,738,12,180,12,19,66,4,0,0,0,0,0,0,0
ID_YEBQCU8I,1959,Graduation,Together,55932.0,0,0,18-07-2013,11,1,6,1,6,293,13,30,4,10,125,6,0,0,0,0,0,0,0
ID_LF0RPL4U,1967,Graduation,Married,73543.2,0,1,02-08-2013,41,2,7,1,8,361,3,107,19,9,117,5,0,0,0,0,0,0,0
ID_QN2XDA27,1983,Master,Single,90932.4,0,0,04-07-2013,19,1,3,6,11,717,29,538,69,13,80,1,0,1,1,0,0,0,1
ID_SNMATSLX,1962,Graduation,Married,32539.2,1,1,02-03-2014,85,2,2,0,3,17,4,21,2,2,3,7,0,0,0,0,0,0,0
ID_8F2IN17V,1974,Master,Together,,0,0,23-11-2013,94,1,2,4,8,450,40,359,98,28,18,1,0,0,0,0,0,0,0
ID_1BC3NMA9,1975,PhD,Together,54081.6,0,1,16-05-2013,32,1,1,0,2,19,3,3,0,0,3,7,0,0,0,0,0,0,0
ID_9CVQO56T,1969,Graduation,Together,70264.8,1,1,26-09-2012,62,6,8,2,6,373,27,68,38,0,88,7,0,0,0,0,0,0,0
ID_RFXRMS6L,1958,Graduation,Together,26392.8,0,1,24-12-2012,11,1,0,0,3,14,3,6,3,1,3,5,0,0,0,0,0,0,0
ID_R6LWLZB3,1982,Basic,Married,29376.0,1,0,11-02-2013,53,3,3,0,4,9,22,9,28,25,17,7,0,0,0,0,0,0,0
ID_0Y6UPIRS,1978,2n Cycle,Divorced,71521.2,0,1,25-07-2013,21,4,2,2,7,696,10,69,0,7,23,8,0,1,0,0,0,0,0
ID_YUMZSPTX,1949,PhD,Together,56017.2,0,2,08-10-2013,59,2,4,6,4,274,18,69,15,19,38,5,0,0,0,0,0,0,0
ID_1D8VAS9H,1957,2n Cycle,Together,65210.4,1,1,03-07-2013,81,4,3,1,4,89,13,34,11,10,28,6,0,0,0,0,0,0,0
ID_D4J4W9N7,1984,Master,Married,32520.0,1,0,05-04-2013,71,1,1,0,3,17,3,13,2,0,10,7,0,0,0,0,0,0,0
ID_SKGZON4I,1957,Master,Single,66340.8,0,1,24-12-2012,67,3,7,5,8,552,10,140,0,7,63,5,0,0,0,0,0,0,0
ID_DVGJDUTR,1966,PhD,Married,101541.6,0,0,22-11-2013,103,1,6,9,10,689,103,801,21,66,0,2,0,0,1,0,0,0,0
ID_HN5ZCC8Q,1963,Graduation,Single,69560.4,0,1,03-03-2013,46,5,4,2,8,234,10,137,4,0,91,5,0,0,0,0,0,0,0
ID_P8CMTTJB,1980,Graduation,Together,92757.6,0,1,02-11-2013,53,1,6,6,11,430,118,292,23,35,79,3,0,0,0,0,0,0,0
ID_ZZ3Q8X8S,1958,Graduation,Together,26392.8,0,1,24-12-2012,11,1,0,0,3,14,3,6,3,1,3,5,0,0,0,0,0,0,0
ID_3E89VFZB,1966,2n Cycle,Together,85785.59999999999,0,0,18-02-2013,94,2,3,4,7,167,36,124,40,28,172,1,0,0,0,0,0,0,0
ID_MJPH2LYK,1966,PhD,Single,48764.4,1,1,17-07-2013,79,2,1,0,3,27,3,13,0,0,3,7,0,0,0,0,0,0,0
ID_ZZ1S6S6R,1978,Graduation,Single,42948.0,1,0,02-01-2013,61,2,2,0,3,17,9,20,30,1,3,7,0,0,0,0,0,0,0
ID_81ZNS84N,1991,2n Cycle,Married,29619.6,1,0,08-03-2014,105,2,2,0,4,13,7,10,6,7,6,5,0,0,0,0,0,0,0
ID_MCLQ6H3I,1959,Graduation,Together,82915.2,0,1,27-09-2013,11,1,5,2,10,252,52,159,7,82,109,4,0,0,0,0,0,0,0
ID_YO9BUYJI,1982,Graduation,Together,67663.2,1,1,27-10-2012,58,8,9,1,7,235,51,214,13,32,75,9,0,0,0,0,0,0,0
ID_AF2NVVNU,1946,PhD,Single,136480.8,0,0,28-05-2014,16,0,27,0,0,11,5,3,1,262,3,1,0,0,0,0,0,0,0
ID_H4WDLL6C,1973,Master,Married,45344.4,1,0,20-09-2013,57,1,3,0,3,45,4,40,4,3,18,8,0,0,0,0,0,0,0
ID_273CIT6W,1985,Master,Married,36572.4,1,0,22-01-2014,23,1,1,1,3,52,4,6,0,0,12,6,0,0,0,0,0,0,0
ID_EUSDFFAB,1960,PhD,Married,40514.4,2,1,07-07-2013,68,3,2,2,2,58,4,34,2,0,16,8,0,0,0,0,0,0,0
ID_0L71SP5S,1987,Graduation,Divorced,26215.2,1,0,22-10-2013,45,4,4,0,3,12,20,18,6,10,26,8,0,0,0,0,0,0,0
ID_N2PP3XC5,1955,PhD,Married,84505.2,0,1,28-06-2014,105,3,10,3,7,484,31,136,75,14,35,6,0,0,0,0,0,0,0
ID_RBYYDBGP,1970,Graduation,Married,88137.59999999999,0,0,10-02-2014,17,1,7,2,9,241,109,189,23,41,130,4,0,0,0,0,0,0,0
ID_YRCJXTMB,1986,Graduation,Single,35712.0,1,0,29-08-2012,94,4,3,1,4,69,7,68,7,5,17,8,0,0,0,0,0,0,0
